(business1)
%/NN	TF: 8
tivo/NNP	TF: 1
today/NN	TF: 1
tool/NN	TF: 1
top/NN	TF: 1
toshiba/NNP	TF: 1
toy/NN	TF: 1
toys/NNS	TF: 1
trackball/NN	TF: 1
trackpad/NN	TF: 1
transistor/NN	TF: 1
transportation/NN	TF: 1
tried/VBD	TF: 1
triumph/NN	TF: 1
tv/NN	TF: 2
tvs/NNP	TF: 1
us/NNP	TF: 1
use/NN	TF: 1
use/VB	TF: 1
used/VBD	TF: 1
used/VBN	TF: 1
uses/VBZ	TF: 1
using/VBG	TF: 1
utter/NNP	TF: 1
vapourware/VB	TF: 1
video/NN	TF: 1
virgin/NNP	TF: 1
voted/VBN	TF: 1
vulcan/NNP	TF: 1
walkman/NNP	TF: 2
warrant/VB	TF: 1
was/VBD	TF: 10
watch/NN	TF: 1
way/NN	TF: 4
wearing/VBG	TF: 1
weeks/NNS	TF: 1
were/VBD	TF: 3
win/NN	TF: 1
wish/VBD	TF: 1
wish/VBP	TF: 1
world/NN	TF: 3
worry/VBP	TF: 1
wristwatch/NN	TF: 2
years/NNS	TF: 1
zenith/NNP	TF: 1


(tech10)
addition/NN	TF: 1
address/NN	TF: 1
adds/VBZ	TF: 1
advertising/NN	TF: 1
allow/VB	TF: 1
allowed/VBD	TF: 1
allowed/VBN	TF: 1
amazon.com/NNP	TF: 2
amazon/NNP	TF: 2
are/VBP	TF: 2
autolink/NNP	TF: 7
autolinks/NNS	TF: 1
based/VBN	TF: 1
be/VB	TF: 7
been/VBN	TF: 1
being/VBG	TF: 1
beta/NN	TF: 1
book/NN	TF: 3
button/NN	TF: 1
car/NN	TF: 1
carfax/NNP	TF: 1
choose/VB	TF: 2
choose/VBP	TF: 1
chooses/VBZ	TF: 1
chosen/VBN	TF: 2
click/NN	TF: 1
click/VB	TF: 1
clicks/VBZ	TF: 1
comes/VBZ	TF: 1
companies/NNS	TF: 2
company/NN	TF: 3
compared/VBN	TF: 1
concern/NN	TF: 1
concerned/VBN	TF: 1
concerning/VBG	TF: 1
concerns/NNS	TF: 1
contained/VBN	TF: 1
continue/VB	TF: 1
coordinator/NN	TF: 1
cory/NNP	TF: 1
course/NN	TF: 1
creating/VBG	TF: 1
criticised/VBN	TF: 1
dan/NNP	TF: 1
direct/VB	TF: 1
directing/VBG	TF: 2
directs/VBZ	TF: 1
disable/VB	TF: 1
doctorow/NNP	TF: 2
dominance/NN	TF: 1
dropped/VBN	TF: 1
edge/NN	TF: 1
electronic/NNP	TF: 1
end/NN	TF: 1
engine/NN	TF: 2
european/NNP	TF: 1
feature/NN	TF: 7
feedback/NN	TF: 1
find/VBP	TF: 1
finds/VBZ	TF: 1
firm/NN	TF: 2
firms/NNS	TF: 1
forced/VBN	TF: 1
foundation/NNP	TF: 1
founder/NN	TF: 1
fronter/NNP	TF: 1
gillmor/NNP	TF: 1
given/VBN	TF: 1
giving/VBG	TF: 1
google/NNP	TF: 13
grassroots/NNP	TF: 1
group/NN	TF: 1
had/VBD	TF: 2
has/VBZ	TF: 3
have/VBP	TF: 1
hypergrowth/NN	TF: 1
idea/NN	TF: 1
information/NN	TF: 1
is/VBZ	TF: 6
isbn/NNP	TF: 3
know/VB	TF: 1
liberties/NNS	TF: 1
libraries/NNS	TF: 1
licence/NN	TF: 1
like/VBP	TF: 1
link/NN	TF: 2
link/VB	TF: 2
links/NNS	TF: 2
links/VBZ	TF: 1
list/NN	TF: 1
looking/VBG	TF: 1
map/NN	TF: 1
market/NN	TF: 2
mean/VB	TF: 2
media/NNP	TF: 1
media/NNS	TF: 1
microsoft/NNP	TF: 3
modified/VBN	TF: 1
move/NN	TF: 1
mr/NNP	TF: 1
none/NN	TF: 1
number/NN	TF: 2
numbers/NNS	TF: 1
objection/NN	TF: 1
ones/NNS	TF: 1
outreach/NN	TF: 1
page/NN	TF: 2
pages/NNS	TF: 3
paid/VBN	TF: 3
penalised/VBN	TF: 1
people/NNS	TF: 3
permission/NN	TF: 1
place/NN	TF: 1
plate/NN	TF: 1
position/NN	TF: 1
provides/VBZ	TF: 1
proxies/NNS	TF: 1
publisher/NN	TF: 1
raised/VBN	TF: 1
received/VBD	TF: 2
released/VBN	TF: 1
revenue/NN	TF: 1
rival/VB	TF: 1
said/VBD	TF: 8
search/NN	TF: 1
search/NNP	TF: 1
service/NN	TF: 4
services/NNS	TF: 1
sign/VB	TF: 1
site/NN	TF: 3
smart/NNP	TF: 2
sparks/NNS	TF: 1
specified/VBN	TF: 1
stage/NN	TF: 1
statement/NN	TF: 1
substitute/VB	TF: 1
supports/VBZ	TF: 1
tags/NNP	TF: 2
time/NN	TF: 1
tool/NN	TF: 3
toolbar/NN	TF: 3
trademark/NN	TF: 1
trial/NN	TF: 2
tricked/VBN	TF: 1
us/NNP	TF: 1
use/NN	TF: 1
use/VB	TF: 1
user/NN	TF: 4
users/NNS	TF: 8
using/VBG	TF: 2
views/NNS	TF: 1
want/VB	TF: 1
was/VBD	TF: 3
web/NN	TF: 1
webpage/NN	TF: 3
website/NN	TF: 2
websites/NNS	TF: 3
welcomed/VBD	TF: 1
were/VBD	TF: 2
whatever/VB	TF: 1
word/NN	TF: 1
work/VB	TF: 1
works/VBZ	TF: 1


(tech11)
%/NN	TF: 4
's/VBZ	TF: 1
a/NNP	TF: 1
according/VBG	TF: 2
advertisements/NNS	TF: 1
agree/VBP	TF: 1
aired/VBN	TF: 1
allows/VBZ	TF: 1
altering/VBG	TF: 1
analysts/NNS	TF: 1
anyone/NN	TF: 1
appear/VBP	TF: 1
are/VBP	TF: 6
audiences/NNS	TF: 1
based/VBN	TF: 1
bbc/NNP	TF: 2
be/VB	TF: 4
become/VB	TF: 1
being/VBG	TF: 1
ben/NNP	TF: 1
bittorrent/NNP	TF: 1
boxes/NNS	TF: 1
britain/NNP	TF: 1
broadband/NN	TF: 1
broadband/NNS	TF: 1
broadcast/NN	TF: 2
broadcasters/NNS	TF: 1
cable/NN	TF: 1
calls/VBZ	TF: 1
cases/NNS	TF: 1
challenge/NN	TF: 1
channel/NN	TF: 1
choose/VB	TF: 1
clicks/NNS	TF: 1
coast/NN	TF: 1
coined/VBN	TF: 1
company/NN	TF: 1
computer/NN	TF: 1
concern/NN	TF: 1
concerned/VBN	TF: 1
connection/NN	TF: 1
connections/NNS	TF: 1
consider/VB	TF: 1
contributed/VBN	TF: 1
coppin/NNP	TF: 2
country/NN	TF: 1
creating/VBG	TF: 1
cut/VBN	TF: 1
days/NNS	TF: 1
describe/VB	TF: 1
desperate/NNP	TF: 1
digitised/VBN	TF: 1
distribution/NN	TF: 1
do/VB	TF: 1
download/NN	TF: 3
download/VB	TF: 2
downloaded/VBN	TF: 2
downloaders/NNS	TF: 1
downloading/VBG	TF: 3
downloads/NNS	TF: 2
effect/NN	TF: 1
envisional/NNP	TF: 2
episode/NN	TF: 2
episodes/NNS	TF: 4
explained/VBD	TF: 1
fans/NNS	TF: 2
feet/NNP	TF: 1
figures/NNS	TF: 1
films/NNS	TF: 1
firm/NN	TF: 1
friends/NNS	TF: 1
get/VBP	TF: 1
had/VBD	TF: 2
has/VBZ	TF: 1
have/VBP	TF: 4
hear/VB	TF: 1
held/VBD	TF: 1
helps/VBZ	TF: 1
homes/NNS	TF: 1
hour/NN	TF: 1
hours/NNS	TF: 1
housewives/NNP	TF: 1
imp/NN	TF: 1
increased/VBN	TF: 1
industry/NN	TF: 2
internet/NN	TF: 2
is/VBZ	TF: 8
jupiter/NNP	TF: 1
knowledge/NN	TF: 1
lead/VBP	TF: 1
leading/VBG	TF: 1
let/VBD	TF: 1
lines/NNS	TF: 1
looking/VBG	TF: 1
means/VBZ	TF: 1
media/NNP	TF: 1
missed/VBD	TF: 1
missing/VBG	TF: 1
model/NN	TF: 1
months/NNS	TF: 1
mr/NNP	TF: 1
net/NN	TF: 3
networks/NNS	TF: 1
new/NNP	TF: 1
offering/VBG	TF: 1
online/VB	TF: 1
others/NNS	TF: 1
people/NNS	TF: 8
phone/NN	TF: 1
pick/NN	TF: 1
pin/VB	TF: 1
player/NNP	TF: 1
popularity/NN	TF: 1
posted/VBN	TF: 1
presents/VBZ	TF: 2
problem/NN	TF: 1
processed/VBN	TF: 1
program/NN	TF: 1
programme/NN	TF: 1
programme/VB	TF: 1
programmes/NNS	TF: 10
programs/NNS	TF: 1
radio/NN	TF: 1
ran/VBD	TF: 1
recommended/VBN	TF: 1
record/VBP	TF: 1
recorded/VBD	TF: 1
recorder/NN	TF: 2
recorders/NNS	TF: 1
report/NN	TF: 3
reports/NNS	TF: 1
research/NN	TF: 1
research/NNP	TF: 1
rights/NNS	TF: 1
said/VBD	TF: 7
say/VBP	TF: 1
schedules/NNS	TF: 1
search/VBP	TF: 1
see/VB	TF: 1
series/NN	TF: 1
show/NN	TF: 2
shown/VBN	TF: 2
shows/NNS	TF: 1
shows/VBZ	TF: 1
sites/NNS	TF: 1
six/NNP	TF: 1
sky+/NNP	TF: 1
store/VBP	TF: 1
television/NN	TF: 1
tend/VBP	TF: 1
term/NN	TF: 1
thought/VBN	TF: 1
tivo-type/NNP	TF: 1
tracking/VBG	TF: 1
trend/NN	TF: 3
trial/NN	TF: 2
tv/NN	TF: 9
uk/NNP	TF: 6
us/NNP	TF: 3
users/NNS	TF: 1
using/VBG	TF: 1
vcr/NNP	TF: 1
video/NN	TF: 3
viewers/NNS	TF: 2
wait/VB	TF: 1
want/VB	TF: 1
want/VBP	TF: 3
was/VBD	TF: 2
watch/VB	TF: 2
way/NN	TF: 2
web/NN	TF: 1
week/NN	TF: 1
weeks/NNS	TF: 1
were/VBD	TF: 4
year/NN	TF: 3


(tech12)
add/VB	TF: 1
advocates/NNS	TF: 1
allow/VBP	TF: 1
announced/VBD	TF: 1
applications/NNS	TF: 1
are/VBP	TF: 1
based/VBN	TF: 1
be/VB	TF: 4
beefing/VBG	TF: 1
boost/NN	TF: 1
boost/VB	TF: 1
business/NN	TF: 1
cash/NN	TF: 2
collaboration/NN	TF: 1
commitment/NN	TF: 1
components/NNS	TF: 1
computers/NNS	TF: 2
connect/VB	TF: 1
core/NN	TF: 2
customer/NN	TF: 1
customers/NNS	TF: 2
demand/NN	TF: 1
desktop/NN	TF: 1
developers/NNS	TF: 1
device/NN	TF: 1
device/VBZ	TF: 1
devices/NNS	TF: 1
elements/NNS	TF: 1
focuses/NNS	TF: 1
fuels/NNS	TF: 1
fund/VB	TF: 1
get/VB	TF: 1
growth/NN	TF: 1
had/VBD	TF: 2
has/VBZ	TF: 1
help/VB	TF: 3
ibm/NNP	TF: 7
initiative/NN	TF: 1
initiatives/NNS	TF: 1
injection/NN	TF: 1
innovation/NN	TF: 1
is/VBZ	TF: 2
linux/NNP	TF: 8
make/VB	TF: 1
marketing/NN	TF: 1
matter/NN	TF: 1
money/NN	TF: 2
movement/NN	TF: 1
networks/NNS	TF: 1
number/NN	TF: 1
phones/NNS	TF: 1
premise/NN	TF: 1
produced/VBN	TF: 1
produces/VBZ	TF: 1
program/NN	TF: 1
programs/NNS	TF: 4
push/NN	TF: 2
put/VBD	TF: 1
puts/VBZ	TF: 1
reason/NN	TF: 1
research/NN	TF: 1
response/NN	TF: 1
said/VBD	TF: 3
scrutiny/NN	TF: 1
seen/VBN	TF: 1
servers/NNS	TF: 1
software/NN	TF: 6
source/NN	TF: 3
spending/NN	TF: 1
spending/VBG	TF: 1
staff/NN	TF: 1
step/NN	TF: 1
suite/NN	TF: 1
taken/VBN	TF: 1
tinker/VB	TF: 1
tools/NNS	TF: 1
type/NN	TF: 1
use/NN	TF: 1
use/VB	TF: 1
use/VBP	TF: 2
used/VBN	TF: 2
using/VBG	TF: 1
variety/NN	TF: 1
versions/NNS	TF: 1
was/VBD	TF: 1
way/NN	TF: 1
work/NN	TF: 1
workers/NNS	TF: 1
working/VBG	TF: 1
workplace/NNP	TF: 3
years/NNS	TF: 1
£52m/NN	TF: 1


(tech13)
*/NN	TF: 1
aadc/NNP	TF: 3
access/NN	TF: 1
access/NNP	TF: 1
alliance/NNP	TF: 1
are/VBP	TF: 1
areas/NNS	TF: 2
arts/NNS	TF: 1
audiences/NNS	TF: 1
awarded/VBN	TF: 1
be/VB	TF: 7
been/VBN	TF: 1
benefit/NN	TF: 1
bit/NN	TF: 1
book/NN	TF: 1
buckingham/NNP	TF: 1
build/VB	TF: 1
choice/NN	TF: 1
cinema/NN	TF: 5
cinema/NNP	TF: 1
cinemas/NN	TF: 3
cinemas/NNP	TF: 1
cinemas/NNS	TF: 3
cinemas/VBP	TF: 1
clearer/NN	TF: 1
compressed/VBN	TF: 1
compression/NN	TF: 1
computer/NN	TF: 2
conclude/VB	TF: 1
content/NN	TF: 1
contract/NN	TF: 1
copy/NN	TF: 2
copy/VB	TF: 1
cost/NN	TF: 1
cost/VB	TF: 1
costs/NNS	TF: 1
costs/VBZ	TF: 1
council/NNP	TF: 2
day/NN	TF: 2
deans/NNP	TF: 1
deans/NNPS	TF: 2
definition/NN	TF: 2
degradation/NN	TF: 2
determine/VB	TF: 1
digital/NNP	TF: 3
director/NN	TF: 1
displaying/VBG	TF: 1
distribution/NN	TF: 1
distribution/NNP	TF: 1
distributors/NNS	TF: 2
do/VBP	TF: 1
documentaries/NNS	TF: 1
double/VB	TF: 1
drive/NN	TF: 1
employ/VB	TF: 1
encrypted/VBN	TF: 1
equipment/NN	TF: 1
established/VBN	TF: 1
exhibition/NNP	TF: 1
explained/VBD	TF: 1
file/NN	TF: 1
film/NN	TF: 6
film/NNP	TF: 2
films/NNS	TF: 8
fiona/NNP	TF: 1
fitted/VBN	TF: 1
flexibility/NN	TF: 1
gigabytes/NNS	TF: 1
given/VBN	TF: 1
giving/VBG	TF: 1
go/VB	TF: 1
has/VBZ	TF: 2
have/VB	TF: 3
have/VBP	TF: 1
head/NN	TF: 1
hold/VB	TF: 1
images/NNS	TF: 1
improve/VB	TF: 1
increase/NN	TF: 1
individual/NN	TF: 1
installed/VBN	TF: 1
is/VBZ	TF: 6
key/NN	TF: 1
language/NN	TF: 1
london/NNP	TF: 1
look/VB	TF: 1
made/VBN	TF: 1
make/VB	TF: 2
may/NNP	TF: 1
means/VBZ	TF: 1
momentum/NN	TF: 1
months/NNS	TF: 1
mouth/NN	TF: 1
movie/NN	TF: 1
ms/NNP	TF: 2
need/VB	TF: 1
need/VBP	TF: 2
network/NN	TF: 7
network/NNP	TF: 1
occur/VB	TF: 1
order/NN	TF: 1
oversee/VB	TF: 1
people/NNS	TF: 1
pete/NNP	TF: 1
picture/NN	TF: 3
pioneers/NNS	TF: 1
piracy/NN	TF: 1
pixels/NNS	TF: 1
prevent/VB	TF: 1
print/NN	TF: 5
prints/NNS	TF: 5
prints/VBZ	TF: 1
process/NN	TF: 1
projectors/NNS	TF: 4
quality/NN	TF: 2
receive/VB	TF: 1
recoup/VB	TF: 1
remains/VBZ	TF: 1
resolutions/NNS	TF: 1
restricted/VBN	TF: 1
roaring/VBG	TF: 1
said/VBD	TF: 3
scratches/NNS	TF: 1
screen/NNP	TF: 1
screen/VBP	TF: 1
screening/NN	TF: 2
screens/NNS	TF: 3
see/VB	TF: 2
selection/NN	TF: 1
send/VB	TF: 1
server/NN	TF: 1
servers/NNS	TF: 1
set/VB	TF: 1
sheer/NN	TF: 1
show/VB	TF: 2
showing/VBG	TF: 1
shown/VBN	TF: 1
specialised/VBN	TF: 1
specialist/NN	TF: 1
stay/VB	TF: 1
success/NN	TF: 1
technology/NN	TF: 1
terabyte-size/NN	TF: 1
time/NN	TF: 2
uk/NNP	TF: 7
unlock/VB	TF: 1
use/VB	TF: 1
variety/NN	TF: 1
was/VBD	TF: 2
weeks/NNS	TF: 1
word/NN	TF: 1
world/NN	TF: 3
£1,500/VB	TF: 1
£11.5m/NN	TF: 1


(tech14)
abused/VBN	TF: 1
adopt/VB	TF: 1
affairs/NNP	TF: 1
allowed/VBN	TF: 1
allows/VBZ	TF: 1
american/NNP	TF: 1
approve/VB	TF: 1
avoided/VBD	TF: 1
backed/VBN	TF: 1
be/VB	TF: 4
become/VB	TF: 1
becoming/VBG	TF: 1
been/VBN	TF: 1
benefits/NNS	TF: 1
bill/NN	TF: 9
business/NN	TF: 1
chance/NN	TF: 1
committee/NNP	TF: 1
companies/NNS	TF: 1
compromise/NN	TF: 1
comptia/NNP	TF: 1
computer/NN	TF: 1
consultation/NN	TF: 2
debate/NN	TF: 1
delayed/VBN	TF: 1
director/NN	TF: 1
draft/NN	TF: 1
eu/NNP	TF: 3
european/NNP	TF: 4
excesses/NNS	TF: 1
existing/VBG	TF: 1
faces/VBZ	TF: 1
failed/VBD	TF: 1
firms/NNS	TF: 2
go/VB	TF: 2
groups/NNS	TF: 1
growth/NN	TF: 1
had/VBD	TF: 2
hamper/VB	TF: 1
has/VBZ	TF: 1
have/VB	TF: 2
have/VBP	TF: 1
hugo/NNP	TF: 1
innovation/NN	TF: 1
interest/NN	TF: 1
inventions/NNS	TF: 1
inventors/NNS	TF: 1
is/VBZ	TF: 1
juri/NNP	TF: 1
law/NN	TF: 5
legal/NNP	TF: 1
lueders/NNP	TF: 1
majority/NN	TF: 1
make/VB	TF: 1
means/VBZ	TF: 1
meps/NNP	TF: 2
monopolies/NNS	TF: 1
month/NN	TF: 1
movement/NN	TF: 1
muddied/VBD	TF: 1
needed/VBD	TF: 1
obscured/VBN	TF: 1
offered/VBD	TF: 1
opponents/NNS	TF: 1
organization/NN	TF: 1
parliament/NN	TF: 1
parliament/NNP	TF: 2
passage/NN	TF: 1
patent/NN	TF: 1
patented/VBN	TF: 1
patenting/NN	TF: 1
patents/NNS	TF: 2
plans/NNS	TF: 1
policy/NN	TF: 1
politicians/NNPS	TF: 1
practices/NNS	TF: 1
progress/NN	TF: 1
property/NN	TF: 1
proponents/NNS	TF: 1
proposed/VBN	TF: 1
prosper/VBP	TF: 1
protect/VB	TF: 1
protected/VBN	TF: 1
protections/NNS	TF: 1
re-consideration/NN	TF: 1
rejected/VBD	TF: 2
rejection/NN	TF: 1
research/NN	TF: 1
rights/NNS	TF: 1
round/NN	TF: 1
said/VBD	TF: 5
saying/VBG	TF: 1
scrapped/VBD	TF: 1
software/NN	TF: 5
source/NN	TF: 1
states/NNS	TF: 1
stifle/VB	TF: 1
support/NN	TF: 1
system/NN	TF: 1
technology/NN	TF: 1
thrown/VBN	TF: 1
was/VBD	TF: 4
win/VB	TF: 1
wording/NN	TF: 1
worthwhile/NN	TF: 1
wrongs/NNS	TF: 1


(tech15)
're/VBP	TF: 1
added/VBD	TF: 1
advised/VBD	TF: 1
affects/VBZ	TF: 2
bach/NNP	TF: 1
back/NN	TF: 1
beginning/NN	TF: 1
believe/VBP	TF: 1
burn/NN	TF: 1
cable/NN	TF: 2
cables/NNS	TF: 3
carpet/NN	TF: 1
cases/NNS	TF: 2
caused/VBN	TF: 1
centre/NN	TF: 1
choosing/VBG	TF: 1
company/NN	TF: 1
concerns/NNS	TF: 1
console/NN	TF: 1
consoles/NNS	TF: 3
consumers/NNS	TF: 2
contained/VBN	TF: 1
cord/NN	TF: 2
cords/NNS	TF: 1
customers/NNS	TF: 3
damage/NN	TF: 4
division/NN	TF: 1
do/VB	TF: 1
end/NN	TF: 1
entertainment/NN	TF: 2
europe/NNP	TF: 1
expected/VBN	TF: 1
experienced/VBN	TF: 1
failures/NNS	TF: 2
faulty/VB	TF: 1
fear/NN	TF: 1
fire/NN	TF: 1
firm/NN	TF: 1
get/VB	TF: 1
had/VBD	TF: 2
hand/NN	TF: 1
has/VBZ	TF: 1
hazard/NN	TF: 1
home/NN	TF: 1
incidents/NNS	TF: 1
inconvenience/NN	TF: 1
injury/NN	TF: 1
instances/NNS	TF: 1
is/VBZ	TF: 3
january/NNP	TF: 1
launch/NN	TF: 1
limited/VBN	TF: 1
made/VBD	TF: 2
mainland/NNP	TF: 1
microsoft/NNP	TF: 4
move/NN	TF: 1
october/NNP	TF: 1
offering/VBG	TF: 1
order/NN	TF: 2
power/NN	TF: 3
president/NN	TF: 1
problems/NNS	TF: 1
property/NN	TF: 1
quarters/NNS	TF: 1
rarity/NN	TF: 1
recall/NN	TF: 1
received/VBN	TF: 1
region/NN	TF: 1
regions/NNS	TF: 1
regret/VBP	TF: 1
released/VBN	TF: 1
replace/VB	TF: 1
replacement/NN	TF: 2
reported/VBD	TF: 2
reports/NNS	TF: 2
robbie/NNP	TF: 1
safety/NN	TF: 1
said/VBD	TF: 6
sold/VBN	TF: 1
statement/NN	TF: 1
step/NN	TF: 2
sustaining/VBG	TF: 1
take/VB	TF: 1
telephoning/VBG	TF: 1
thing/NN	TF: 1
time/NN	TF: 1
tip/NN	TF: 1
turn/VB	TF: 1
uk/NNP	TF: 1
use/NN	TF: 1
users/NNS	TF: 1
vice/NN	TF: 1
was/VBD	TF: 2
website/NN	TF: 1
weeks/NNS	TF: 1
world/NN	TF: 1
xbox/NN	TF: 2
xbox/NNP	TF: 1
xbox/VB	TF: 1
xboxes/NNS	TF: 3
year/NN	TF: 1


(tech16)
'templating/VBG	TF: 1
according/VBG	TF: 1
action/NN	TF: 3
actions/NNS	TF: 1
added/VBD	TF: 1
added/VBN	TF: 1
aims/VBZ	TF: 2
arash/NNP	TF: 5
are/VBP	TF: 4
argument/NN	TF: 1
asking/VBG	TF: 1
attendant/NN	TF: 1
attention/NN	TF: 1
authorities/NNS	TF: 1
awareness/NN	TF: 1
bbc/NNP	TF: 1
be/VB	TF: 3
been/VBN	TF: 2
being/VBG	TF: 2
bill/NNP	TF: 1
blog/NN	TF: 8
blogger/NN	TF: 4
bloggers/NNP	TF: 3
bloggers/NNS	TF: 8
blogging/NNP	TF: 1
blogs/NNS	TF: 4
blogsphere/NN	TF: 1
business/NN	TF: 1
call/VBP	TF: 1
called/VBD	TF: 1
called/VBN	TF: 1
calling/VBG	TF: 1
campaign/NN	TF: 1
cases/NNS	TF: 1
chance/NN	TF: 1
clamping/VBG	TF: 1
cold/NN	TF: 1
committed/VBD	TF: 1
committee/NNP	TF: 5
community/NN	TF: 3
companies/NNS	TF: 1
company/NN	TF: 1
computer/NN	TF: 1
concern/NN	TF: 1
conservatives/NNS	TF: 1
constituency/NN	TF: 1
conversation/NN	TF: 1
countries/NNS	TF: 1
counts/NNS	TF: 1
courts/NNS	TF: 1
create/VB	TF: 2
created/VBN	TF: 1
curt/NNP	TF: 2
cyber-dissidents/NNS	TF: 1
day/NN	TF: 2
day/NNP	TF: 3
dedicate/VB	TF: 1
dedicated/VBN	TF: 1
deemed/VBN	TF: 1
depending/VBG	TF: 1
deputy/NN	TF: 1
difference/NN	TF: 1
director/NN	TF: 2
do/VB	TF: 2
do/VBP	TF: 4
does/VBZ	TF: 1
doing/VBG	TF: 1
doubling/VBG	TF: 1
downs/NNS	TF: 1
earth/NNP	TF: 1
ellen/NNP	TF: 1
embassies/NNS	TF: 1
employees/NNS	TF: 1
engine/NN	TF: 1
everyone/NN	TF: 1
expertise/NN	TF: 1
explained/VBD	TF: 1
february/NNP	TF: 1
find/VBP	TF: 1
fired/VBD	TF: 1
flight/NN	TF: 1
focus/VB	TF: 1
free/NNP	TF: 1
freedom/NN	TF: 1
future/NN	TF: 1
get/VBP	TF: 1
gives/VBZ	TF: 1
group/NN	TF: 1
had/VBD	TF: 1
has/VBZ	TF: 4
have/VB	TF: 7
have/VBP	TF: 9
having/VBG	TF: 1
help/VB	TF: 1
high/NNP	TF: 1
highlighted/VBN	TF: 1
hope/VBP	TF: 1
hopkins/NNP	TF: 7
hub/NN	TF: 1
including/VBG	TF: 1
information/NN	TF: 1
international/NNP	TF: 1
iran/NNP	TF: 1
is/VBZ	TF: 18
issues/NNS	TF: 4
journalists/NNS	TF: 1
kind/NN	TF: 1
land/NN	TF: 1
lend/VB	TF: 1
light/NN	TF: 1
list/NN	TF: 1
looking/VBG	TF: 1
man/NN	TF: 1
mean/VB	TF: 1
means/NNS	TF: 1
media/NNS	TF: 1
messy/NN	TF: 2
minutes/NNS	TF: 1
mojtaba/NNP	TF: 5
month/NN	TF: 1
months/NNS	TF: 1
mr/NNP	TF: 5
mums/NNS	TF: 1
name/NN	TF: 1
news/NNP	TF: 1
nothing/NN	TF: 1
offer/VBP	TF: 1
operate/VB	TF: 1
opinions/NNS	TF: 1
organisation/NN	TF: 2
part/NN	TF: 2
people/NNS	TF: 3
person/NN	TF: 1
petition/NN	TF: 1
phrase/VB	TF: 1
platform/NN	TF: 1
plight/NN	TF: 1
point/NN	TF: 2
policy/NN	TF: 1
press/NN	TF: 1
prison/NN	TF: 1
profile/NN	TF: 1
protect/NNP	TF: 2
protect/VB	TF: 1
publish/VB	TF: 1
publish/VBP	TF: 1
published/VBN	TF: 1
publishing/NN	TF: 1
pundits/NNS	TF: 1
put/VB	TF: 1
question/NN	TF: 1
radicals/NNS	TF: 1
raise/VB	TF: 1
received/VBN	TF: 1
record/NN	TF: 1
research/NN	TF: 1
restricting/VBG	TF: 1
rights/NNPS	TF: 1
rights/NNS	TF: 4
sacked/VBN	TF: 1
said/VBD	TF: 6
saminejad/NNP	TF: 1
say/VB	TF: 1
says/VBZ	TF: 2
search/NN	TF: 1
seconds/NNS	TF: 2
see/VB	TF: 1
services/NNS	TF: 1
shine/VB	TF: 1
sigarchi/NNP	TF: 1
simonetti/NNP	TF: 1
sites/NNS	TF: 4
situation/NN	TF: 2
software/NN	TF: 1
speech/NN	TF: 1
start/NN	TF: 1
started/VBN	TF: 2
support/NN	TF: 2
take/VB	TF: 1
takes/VBZ	TF: 2
technorati/NNP	TF: 1
tested/VBN	TF: 1
thing/NN	TF: 1
think-tank/NN	TF: 1
think/NN	TF: 1
think/VBP	TF: 1
thoughts/NNS	TF: 1
time/NN	TF: 2
times/NNS	TF: 1
told/VBD	TF: 1
tomorrow/NN	TF: 1
track/NN	TF: 1
tracks/NNS	TF: 1
tuesday/NNP	TF: 1
us/NNP	TF: 2
view/NN	TF: 1
want/VBP	TF: 1
was/VBD	TF: 2
way/NN	TF: 2
web/NN	TF: 1
website/NN	TF: 2
work/NN	TF: 1
worldwide/NNP	TF: 1
writing/VBG	TF: 1


(tech17)
%/NN	TF: 1
's/VBZ	TF: 4
've/VBP	TF: 1
accept/VB	TF: 1
added/VBD	TF: 1
adviser/NN	TF: 1
afford/VB	TF: 2
affordability/NN	TF: 1
am/VBP	TF: 1
are/VBP	TF: 4
argument/NN	TF: 2
author/NN	TF: 1
barrier/NN	TF: 1
be/VB	TF: 3
benefits/NNS	TF: 1
boosted/VBN	TF: 1
britain/NNP	TF: 1
buy/VB	TF: 1
cleaner/NN	TF: 1
close/VB	TF: 1
collect/VB	TF: 1
consumers/NNS	TF: 1
cost/NN	TF: 1
countries/NNS	TF: 1
country/NN	TF: 1
date/NN	TF: 1
daughter/NN	TF: 1
desire/NN	TF: 1
divide/NN	TF: 1
do/VB	TF: 1
do/VBP	TF: 1
done/VBN	TF: 1
end/VB	TF: 1
enjoy/VB	TF: 1
ensure/VB	TF: 1
environment/NN	TF: 1
equivalent/NN	TF: 1
estimates/VBZ	TF: 1
europe/NNP	TF: 1
family/NN	TF: 1
far/NNP	TF: 1
finding/VBG	TF: 1
firms/NNS	TF: 1
fixed/VBN	TF: 1
forum/NNP	TF: 4
found/VBD	TF: 2
found/VBN	TF: 1
friends/NNS	TF: 1
future/NNP	TF: 3
georgeta/NNP	TF: 1
get/NN	TF: 1
get/VB	TF: 1
getting/VBG	TF: 1
go/VBP	TF: 1
going/VBG	TF: 1
goodman/NNP	TF: 6
growing/VBG	TF: 1
hand/NN	TF: 1
handing/VBG	TF: 1
handset/NN	TF: 2
handsets/NNS	TF: 6
has/VBZ	TF: 4
have/VB	TF: 4
have/VBP	TF: 1
heard/VBN	TF: 1
help/VB	TF: 1
homes/NNS	TF: 1
